"work_num","location","type","importance_c","log_est_cost_c","treated","post","did","token_cost","outcome_type","outcome"
"WO-00245","B358","Elevator",0.1775,0.63593065305824,0,0,0,0,"log_overrun_ratio",0.110212238466776
"WO-00245","B358","Elevator",0.1775,0.63593065305824,0,0,0,0,"log_days_to_complete",3.02042488614436
"WO-00246","E563","Electrical",0.1775,-0.349296835129325,1,1,1,82.2115,"log_overrun_ratio",0.096365175935679
"WO-00246","E563","Electrical",0.1775,-0.349296835129325,1,1,1,82.2115,"log_days_to_complete",2.94968833505258
"WO-00247","B818","Electrical",0.1775,-0.0978099951551066,1,1,1,82.2081,"log_overrun_ratio",0.111892464199561
"WO-00247","B818","Electrical",0.1775,-0.0978099951551066,1,1,1,82.2081,"log_days_to_complete",2.94968833505258
"WO-00248","B916","Electrical",0.1775,-0.48924355739568,1,0,0,0,"log_overrun_ratio",0.0271182112550535
"WO-00248","B916","Electrical",0.1775,-0.48924355739568,1,0,0,0,"log_days_to_complete",2.63188884013665
"WO-00249","B435","Electrical",0.1775,-0.195511289673764,1,1,1,82.2041,"log_overrun_ratio",-0.0119340215185847
"WO-00249","B435","Electrical",0.1775,-0.195511289673764,1,1,1,82.2041,"log_days_to_complete",3.29583686600433
"WO-00250","C285","HVAC",-1.8225,0.612756874363962,0,0,0,0,"log_overrun_ratio",0.324612187641334
"WO-00250","C285","HVAC",-1.8225,0.612756874363962,0,0,0,0,"log_days_to_complete",1.22377543162212
"WO-00251","D640","Electrical",0.1775,-0.613378391574768,0,0,0,0,"log_overrun_ratio",0.338553239262439
"WO-00251","D640","Electrical",0.1775,-0.613378391574768,0,0,0,0,"log_days_to_complete",2.57261223020711
"WO-00252","A726","Electrical",-1.8225,0.0703894542362633,0,0,0,0,"log_overrun_ratio",-0.277608962179639
"WO-00252","A726","Electrical",-1.8225,0.0703894542362633,0,0,0,0,"log_days_to_complete",1.66770682055808
"WO-00253","D230","Roofing",0.1775,0.664111351344765,0,0,0,0,"log_overrun_ratio",0.140060311747131
"WO-00253","D230","Roofing",0.1775,0.664111351344765,0,0,0,0,"log_days_to_complete",2.90690105984738
"WO-00254","E252","Plumbing",1.1775,-0.539143899649753,1,1,1,82.2057,"log_overrun_ratio",0.277419339845381
"WO-00254","E252","Plumbing",1.1775,-0.539143899649753,1,1,1,82.2057,"log_days_to_complete",3.50254987592244
"WO-00255","E934","Structural",-1.8225,0.716337590444631,1,1,1,82.2048,"log_overrun_ratio",0.0975267006548711
"WO-00255","E934","Structural",-1.8225,0.716337590444631,1,1,1,82.2048,"log_days_to_complete",0.993251773010283
"WO-00256","B558","HVAC",1.1775,0.703349608164853,0,0,0,0,"log_overrun_ratio",0.0935085242561205
"WO-00256","B558","HVAC",1.1775,0.703349608164853,0,0,0,0,"log_days_to_complete",3.45315712059287
"WO-00257","D207","Electrical",2.1775,-0.284929115208021,0,0,0,0,"log_overrun_ratio",0.0976107512837386
"WO-00257","D207","Electrical",2.1775,-0.284929115208021,0,0,0,0,"log_days_to_complete",3.88156379794344
"WO-00258","E544","Roofing",-0.8225,0.116510567093306,0,0,0,0,"log_overrun_ratio",-0.112780020504564
"WO-00258","E544","Roofing",-0.8225,0.116510567093306,0,0,0,0,"log_days_to_complete",1.97408102602201
"WO-00259","B409","Roofing",-0.8225,-0.213760184351063,1,1,1,82.2018,"log_overrun_ratio",0.154508338889418
"WO-00259","B409","Roofing",-0.8225,-0.213760184351063,1,1,1,82.2018,"log_days_to_complete",2.56494935746154
"WO-00260","E311","Electrical",-0.8225,-0.513297473289308,1,1,1,82.2056,"log_overrun_ratio",0.00475698741817015
"WO-00260","E311","Electrical",-0.8225,-0.513297473289308,1,1,1,82.2056,"log_days_to_complete",1.93152141160321
"WO-00261","D846","Structural",2.1775,0.943592346683733,0,0,0,0,"log_overrun_ratio",0.198065134080546
"WO-00261","D846","Structural",2.1775,0.943592346683733,0,0,0,0,"log_days_to_complete",4.38202663467388
"WO-00262","E544","Electrical",1.1775,0.0740807465923279,0,0,0,0,"log_overrun_ratio",0.0622122527656414
"WO-00262","E544","Electrical",1.1775,0.0740807465923279,0,0,0,0,"log_days_to_complete",3.44361809754611
"WO-00263","A404","HVAC",-0.8225,0.377183249917868,0,0,0,0,"log_overrun_ratio",0.0400584021015896
"WO-00263","A404","HVAC",-0.8225,0.377183249917868,0,0,0,0,"log_days_to_complete",1.48160454092422
"WO-00264","D991","HVAC",0.1775,0.400828351083671,0,0,0,0,"log_overrun_ratio",0.288742232052756
"WO-00264","D991","HVAC",0.1775,0.400828351083671,0,0,0,0,"log_days_to_complete",2.90690105984738
"WO-00265","E563","Electrical",0.1775,-0.120659614160394,1,1,1,82.209,"log_overrun_ratio",0.147462572149231
"WO-00265","E563","Electrical",0.1775,-0.120659614160394,1,1,1,82.209,"log_days_to_complete",2.92852352386054
"WO-00266","A389","Electrical",-0.8225,-0.12390588550673,1,1,1,82.2031,"log_overrun_ratio",0.0164099007196276
"WO-00266","A389","Electrical",-0.8225,-0.12390588550673,1,1,1,82.2031,"log_days_to_complete",0
"WO-00267","B887","Plumbing",-0.8225,-1.67970068007754,1,1,1,82.2043,"log_overrun_ratio",-0.00359770098915302
"WO-00267","B887","Plumbing",-0.8225,-1.67970068007754,1,1,1,82.2043,"log_days_to_complete",1.91692261218206
"WO-00268","A924","HVAC",-0.8225,0.760781033336887,1,1,1,82.203,"log_overrun_ratio",0.270724217064962
"WO-00268","A924","HVAC",-0.8225,0.760781033336887,1,1,1,82.203,"log_days_to_complete",1.84054963339749
"WO-00269","E544","Roofing",-0.8225,0.0088580074081257,0,0,0,0,"log_overrun_ratio",0.0435227030881997
"WO-00269","E544","Roofing",-0.8225,0.0088580074081257,0,0,0,0,"log_days_to_complete",1.96009478404727
"WO-00270","C252","Electrical",1.1775,-0.039063273768372,0,0,0,0,"log_overrun_ratio",0.0207405153252556
"WO-00270","C252","Electrical",1.1775,-0.039063273768372,0,0,0,0,"log_days_to_complete",3.54385368206368
"WO-00271","B916","Roofing",-0.8225,0.00824642420574762,1,1,1,82.2079,"log_overrun_ratio",0.407764045476836
"WO-00271","B916","Roofing",-0.8225,0.00824642420574762,1,1,1,82.2079,"log_days_to_complete",2.01490302054226
"WO-00272","B105","Electrical",0.1775,-0.0859144399093985,1,1,1,82.2071,"log_overrun_ratio",0.101304627272542
"WO-00272","B105","Electrical",0.1775,-0.0859144399093985,1,1,1,82.2071,"log_days_to_complete",2.19722457733622
"WO-00273","D230","IT",-0.8225,-0.207166200727082,0,0,0,0,"log_overrun_ratio",0.27435765732985
"WO-00273","D230","IT",-0.8225,-0.207166200727082,0,0,0,0,"log_days_to_complete",2.63188884013665
"WO-00274","E311","Plumbing",-0.8225,-0.924983260781838,1,1,1,82.2044,"log_overrun_ratio",0.0565960520676803
"WO-00274","E311","Plumbing",-0.8225,-0.924983260781838,1,1,1,82.2044,"log_days_to_complete",2.00148000021012
"WO-00275","A924","Electrical",2.1775,-0.537643133336914,1,0,0,0,"log_overrun_ratio",0.25921704227977
"WO-00275","A924","Electrical",2.1775,-0.537643133336914,1,0,0,0,"log_days_to_complete",4.48863636973214
"WO-00276","E957","Plumbing",2.1775,-0.731378559688983,1,1,1,82.206,"log_overrun_ratio",0.146433249820736
"WO-00276","E957","Plumbing",2.1775,-0.731378559688983,1,1,1,82.206,"log_days_to_complete",3.01553490085017
"WO-00277","E957","Plumbing",0.1775,-0.701232670929459,1,1,1,82.2023,"log_overrun_ratio",0.00803107533316407
"WO-00277","E957","Plumbing",0.1775,-0.701232670929459,1,1,1,82.2023,"log_days_to_complete",3.26193531432865
"WO-00278","B435","Roofing",0.1775,0.275199117928279,1,0,0,0,"log_overrun_ratio",0.216495359158718
"WO-00278","B435","Roofing",0.1775,0.275199117928279,1,0,0,0,"log_days_to_complete",2.9704144655697
"WO-00279","C252","Elevator",1.1775,0.24017893237537,0,0,0,0,"log_overrun_ratio",0.170869063062167
"WO-00279","C252","Elevator",1.1775,0.24017893237537,0,0,0,0,"log_days_to_complete",3.55820113047182
"WO-00280","E934","Structural",0.1775,1.40403572648125,1,1,1,82.2061,"log_overrun_ratio",-0.174098151911249
"WO-00280","E934","Structural",0.1775,1.40403572648125,1,1,1,82.2061,"log_days_to_complete",2.9704144655697
"WO-00281","A428","HVAC",-1.8225,0.426912185857368,0,0,0,0,"log_overrun_ratio",0.239470283891375
"WO-00281","A428","HVAC",-1.8225,0.426912185857368,0,0,0,0,"log_days_to_complete",1.7404661748405
"WO-00282","B435","Plumbing",-0.8225,-0.631290981649348,1,1,1,82.2044,"log_overrun_ratio",0.180499454498879
"WO-00282","B435","Plumbing",-0.8225,-0.631290981649348,1,1,1,82.2044,"log_days_to_complete",2.37954613413017
"WO-00283","E563","Roofing",0.1775,0.156119132536432,1,1,1,82.2066,"log_overrun_ratio",-0.00173571624394834
"WO-00283","E563","Roofing",0.1775,0.156119132536432,1,1,1,82.2066,"log_days_to_complete",2.24070968927596
"WO-00284","D380","Fire Safety",-1.8225,-0.552928865827402,1,1,1,82.2055,"log_overrun_ratio",-0.00562823534708384
"WO-00284","D380","Fire Safety",-1.8225,-0.552928865827402,1,1,1,82.2055,"log_days_to_complete",0.693147180559945
"WO-00285","C742","Elevator",0.1775,0.713264187036785,1,1,1,82.2045,"log_overrun_ratio",0.0848496733000722
"WO-00285","C742","Elevator",0.1775,0.713264187036785,1,1,1,82.2045,"log_days_to_complete",2.67414864942653
"WO-00286","B358","Fire Safety",1.1775,-0.458802157941305,0,0,0,0,"log_overrun_ratio",0.180690292673686
"WO-00286","B358","Fire Safety",1.1775,-0.458802157941305,0,0,0,0,"log_days_to_complete",3.58351893845611
"WO-00287","D804","HVAC",0.1775,0.754501686646211,1,1,1,82.2067,"log_overrun_ratio",0.138480726917802
"WO-00287","D804","HVAC",0.1775,0.754501686646211,1,1,1,82.2067,"log_days_to_complete",2.82731362192903
"WO-00288","A375","HVAC",0.1775,0.213660591932317,0,0,0,0,"log_overrun_ratio",0.257125740251557
"WO-00288","A375","HVAC",0.1775,0.213660591932317,0,0,0,0,"log_days_to_complete",3.10009228887823
"WO-00289","A924","Plumbing",0.1775,-0.437494152926396,1,1,1,82.2099,"log_overrun_ratio",0.0437659825991917
"WO-00289","A924","Plumbing",0.1775,-0.437494152926396,1,1,1,82.2099,"log_days_to_complete",3.25037449192757
"WO-00290","E563","Fire Safety",1.1775,-0.507941625946911,1,1,1,82.2063,"log_overrun_ratio",0.25421200747252
"WO-00290","E563","Fire Safety",1.1775,-0.507941625946911,1,1,1,82.2063,"log_days_to_complete",3.10009228887823
"WO-00291","B105","Electrical",-0.8225,-0.254904181435389,1,0,0,0,"log_overrun_ratio",0.273019003345867
"WO-00291","B105","Electrical",-0.8225,-0.254904181435389,1,0,0,0,"log_days_to_complete",2.34180580614733
"WO-00292","B435","Electrical",1.1775,-0.198008309340933,1,1,1,82.2055,"log_overrun_ratio",0.165326347699009
"WO-00292","B435","Electrical",1.1775,-0.198008309340933,1,1,1,82.2055,"log_days_to_complete",2.63905732961526
"WO-00293","D991","Roofing",0.1775,-0.306766338196676,0,0,0,0,"log_overrun_ratio",0.0425882884553333
"WO-00293","D991","Roofing",0.1775,-0.306766338196676,0,0,0,0,"log_days_to_complete",3.18221184049661
"WO-00294","E934","Structural",0.1775,0.637593204929612,1,0,0,0,"log_overrun_ratio",0.095065071070753
"WO-00294","E934","Structural",0.1775,0.637593204929612,1,0,0,0,"log_days_to_complete",2.14006616349627
"WO-00295","E957","Electrical",0.1775,-0.421098524380534,1,1,1,82.2011,"log_overrun_ratio",0.162593038894605
"WO-00295","E957","Electrical",0.1775,-0.421098524380534,1,1,1,82.2011,"log_days_to_complete",3.08190996979504
"WO-00296","A389","Electrical",0.1775,-0.491080077180753,1,1,1,82.2087,"log_overrun_ratio",0.23283202253646
"WO-00296","A389","Electrical",0.1775,-0.491080077180753,1,1,1,82.2087,"log_days_to_complete",2.79728133483015
"WO-00297","B818","Plumbing",1.1775,-0.618531655615762,1,1,1,82.2053,"log_overrun_ratio",0.00508893341292409
"WO-00297","B818","Plumbing",1.1775,-0.618531655615762,1,1,1,82.2053,"log_days_to_complete",2.90690105984738
"WO-00298","A924","Roofing",-1.8225,0.501435123597686,1,1,1,82.2062,"log_overrun_ratio",0.0537251761025954
"WO-00298","A924","Roofing",-1.8225,0.501435123597686,1,1,1,82.2062,"log_days_to_complete",0.78845736036427
"WO-00299","D492","HVAC",1.1775,0.213608440478996,1,1,1,82.2071,"log_overrun_ratio",0.282591960482693
"WO-00299","D492","HVAC",1.1775,0.213608440478996,1,1,1,82.2071,"log_days_to_complete",3.12236492448736
"WO-00300","E316","Electrical",-0.8225,-0.827372396713271,1,1,1,82.2059,"log_overrun_ratio",0.269009849657745
"WO-00300","E316","Electrical",-0.8225,-0.827372396713271,1,1,1,82.2059,"log_days_to_complete",1.75785791755237
"WO-00301","D991","Structural",-1.8225,0.594577976445324,0,0,0,0,"log_overrun_ratio",0.0966501224716135
"WO-00301","D991","Structural",-1.8225,0.594577976445324,0,0,0,0,"log_days_to_complete",1.7227665977411
"WO-00302","E934","HVAC",-1.8225,-0.322919536770844,1,0,0,0,"log_overrun_ratio",-0.042766627319572
"WO-00302","E934","HVAC",-1.8225,-0.322919536770844,1,0,0,0,"log_days_to_complete",0.993251773010283
"WO-00303","E544","Elevator",-1.8225,0.436112229005303,0,0,0,0,"log_overrun_ratio",0.218576238951362
"WO-00303","E544","Elevator",-1.8225,0.436112229005303,0,0,0,0,"log_days_to_complete",1.09861228866811
"WO-00304","B816","Roofing",-0.8225,-0.0428215952167914,1,1,1,82.2043,"log_overrun_ratio",0.129231778546542
"WO-00304","B816","Roofing",-0.8225,-0.0428215952167914,1,1,1,82.2043,"log_days_to_complete",2.4248027257183
"WO-00305","E934","Electrical",2.1775,-0.0291574154521168,1,0,0,0,"log_overrun_ratio",0.225894254002131
"WO-00305","E934","Electrical",2.1775,-0.0291574154521168,1,0,0,0,"log_days_to_complete",4.0517849478033
"WO-00306","B558","Structural",-0.8225,0.961573972383663,0,0,0,0,"log_overrun_ratio",0.0878900568798342
"WO-00306","B558","Structural",-0.8225,0.961573972383663,0,0,0,0,"log_days_to_complete",2.3887627892351
"WO-00307","A375","Fire Safety",1.1775,-0.480869521915858,0,0,0,0,"log_overrun_ratio",0.181954101086101
"WO-00307","A375","Fire Safety",1.1775,-0.480869521915858,0,0,0,0,"log_days_to_complete",2.90142159408275
"WO-00308","D991","HVAC",1.1775,0.563060548690702,0,0,0,0,"log_overrun_ratio",0.227312876357412
"WO-00308","D991","HVAC",1.1775,0.563060548690702,0,0,0,0,"log_days_to_complete",3.10009228887823
"WO-00309","D846","Elevator",2.1775,0.624802152866529,0,0,0,0,"log_overrun_ratio",0.00564938786774991
"WO-00309","D846","Elevator",2.1775,0.624802152866529,0,0,0,0,"log_days_to_complete",4.04655389838575
"WO-00310","E316","HVAC",0.1775,0.459677614542047,1,1,1,82.2063,"log_overrun_ratio",0.134581509768252
"WO-00310","E316","HVAC",0.1775,0.459677614542047,1,1,1,82.2063,"log_days_to_complete",2.66722820658195
"WO-00311","A428","Electrical",-0.8225,-0.366876107190768,0,0,0,0,"log_overrun_ratio",0.265301909712487
"WO-00311","A428","Electrical",-0.8225,-0.366876107190768,0,0,0,0,"log_days_to_complete",1.94591014905531
"WO-00312","A924","Electrical",0.1775,-0.677159795991066,1,0,0,0,"log_overrun_ratio",0.341377529079212
"WO-00312","A924","Electrical",0.1775,-0.677159795991066,1,0,0,0,"log_days_to_complete",2.57261223020711
"WO-00313","E957","IT",1.1775,-0.233676153142996,1,1,1,82.2034,"log_overrun_ratio",-0.060420851501496
"WO-00313","E957","IT",1.1775,-0.233676153142996,1,1,1,82.2034,"log_days_to_complete",3.83297979808769
"WO-00314","B916","HVAC",1.1775,0.559973262759675,1,0,0,0,"log_overrun_ratio",0.20972266906838
"WO-00314","B916","HVAC",1.1775,0.559973262759675,1,0,0,0,"log_days_to_complete",3.35689712276558
"WO-00315","D207","Fire Safety",0.1775,-0.635824931544452,0,0,0,0,"log_overrun_ratio",0.0638567324331471
"WO-00315","D207","Fire Safety",0.1775,-0.635824931544452,0,0,0,0,"log_days_to_complete",3.02529107579554
"WO-00316","D207","IT",2.1775,-0.104815612011897,0,0,0,0,"log_overrun_ratio",0.204703760132726
"WO-00316","D207","IT",2.1775,-0.104815612011897,0,0,0,0,"log_days_to_complete",3.94158180766969
"WO-00317","A375","Plumbing",-0.8225,-1.07243320850551,0,0,0,0,"log_overrun_ratio",0.139134182236231
"WO-00317","A375","Plumbing",-0.8225,-1.07243320850551,0,0,0,0,"log_days_to_complete",2.24070968927596
"WO-00318","D846","Plumbing",0.1775,-0.557644064507198,0,0,0,0,"log_overrun_ratio",0.0579916258436029
"WO-00318","D846","Plumbing",0.1775,-0.557644064507198,0,0,0,0,"log_days_to_complete",3.10906095886099
"WO-00319","D513","HVAC",2.1775,0.263229044902628,0,0,0,0,"log_overrun_ratio",0.239233704322448
"WO-00319","D513","HVAC",2.1775,0.263229044902628,0,0,0,0,"log_days_to_complete",4.0842942263686
"WO-00320","B887","Electrical",0.1775,-0.448217091208518,1,1,1,82.2076,"log_overrun_ratio",0.087974807479126
"WO-00320","B887","Electrical",0.1775,-0.448217091208518,1,1,1,82.2076,"log_days_to_complete",2.70805020110221
"WO-00321","B358","Structural",0.1775,0.664111351344765,0,0,0,0,"log_overrun_ratio",-0.160155849857127
"WO-00321","B358","Structural",0.1775,0.664111351344765,0,0,0,0,"log_days_to_complete",3.19458313229916
"WO-00322","E311","Structural",0.1775,0.732167306239468,1,1,1,82.2055,"log_overrun_ratio",0.102948693115668
"WO-00322","E311","Structural",0.1775,0.732167306239468,1,1,1,82.2055,"log_days_to_complete",2.9391619220656
"WO-00323","B816","Fire Safety",-1.8225,-0.318886220181906,1,1,1,82.203,"log_overrun_ratio",0.243127640071334
"WO-00323","B816","Fire Safety",-1.8225,-0.318886220181906,1,1,1,82.203,"log_days_to_complete",1.19392246847243
"WO-00324","E957","Electrical",1.1775,0.00701201021007414,1,1,1,82.2033,"log_overrun_ratio",0.116013075862843
"WO-00324","E957","Electrical",1.1775,0.00701201021007414,1,1,1,82.2033,"log_days_to_complete",3.1267605359604
"WO-00325","A428","HVAC",0.1775,0.394254099577115,0,0,0,0,"log_overrun_ratio",0.0776511877150027
"WO-00325","A428","HVAC",0.1775,0.394254099577115,0,0,0,0,"log_days_to_complete",3.00568260440716
"WO-00326","D207","Plumbing",2.1775,-0.625355319857665,0,0,0,0,"log_overrun_ratio",0.214017696093402
"WO-00326","D207","Plumbing",2.1775,-0.625355319857665,0,0,0,0,"log_days_to_complete",4.15418456257812
"WO-00327","D819","Plumbing",1.1775,-0.615709486500876,0,0,0,0,"log_overrun_ratio",0.016425939925262
"WO-00327","D819","Plumbing",1.1775,-0.615709486500876,0,0,0,0,"log_days_to_complete",3.44041809481544
"WO-00328","C252","Fire Safety",2.1775,-0.510308082753745,0,0,0,0,"log_overrun_ratio",0.0987448084161295
"WO-00328","C252","Fire Safety",2.1775,-0.510308082753745,0,0,0,0,"log_days_to_complete",3.58073729549423
"WO-00329","B409","Fire Safety",-1.8225,-0.683933851704262,1,1,1,82.208,"log_overrun_ratio",0.229511150212865
"WO-00329","B409","Fire Safety",-1.8225,-0.683933851704262,1,1,1,82.208,"log_days_to_complete",1.06471073699243
"WO-00330","D492","HVAC",1.1775,0.507069947370727,1,1,1,82.2004,"log_overrun_ratio",0.0865234799422208
"WO-00330","D492","HVAC",1.1775,0.507069947370727,1,1,1,82.2004,"log_days_to_complete",3.32503602069659
"WO-00331","B409","HVAC",-0.8225,0.316666780832861,1,1,1,82.2072,"log_overrun_ratio",0.20667264211992
"WO-00331","B409","HVAC",-0.8225,0.316666780832861,1,1,1,82.2072,"log_days_to_complete",2.2082744135228
"WO-00332","C252","Plumbing",0.1775,-0.484922199809699,0,0,0,0,"log_overrun_ratio",0.292325168585985
"WO-00332","C252","Plumbing",0.1775,-0.484922199809699,0,0,0,0,"log_days_to_complete",3.42751468997953
"WO-00333","D230","HVAC",-0.8225,0.331493336676187,0,0,0,0,"log_overrun_ratio",0.163030149270479
"WO-00333","D230","HVAC",-0.8225,0.331493336676187,0,0,0,0,"log_days_to_complete",0.916290731874155
"WO-00334","C252","Fire Safety",1.1775,-0.863390510592946,0,0,0,0,"log_overrun_ratio",0.381068705408182
"WO-00334","C252","Fire Safety",1.1775,-0.863390510592946,0,0,0,0,"log_days_to_complete",3.40452517175483
"WO-00335","B887","Elevator",1.1775,0.84695487576956,1,1,1,82.2031,"log_overrun_ratio",0.0803060852477091
"WO-00335","B887","Elevator",1.1775,0.84695487576956,1,1,1,82.2031,"log_days_to_complete",3.06339092202781
"WO-00336","B358","Plumbing",-0.8225,-0.952036735213859,0,0,0,0,"log_overrun_ratio",0.1029342822423
"WO-00336","B358","Plumbing",-0.8225,-0.952036735213859,0,0,0,0,"log_days_to_complete",2.06686275947298
"WO-00337","B435","Fire Safety",0.1775,-0.366887143155138,1,1,1,82.2045,"log_overrun_ratio",0.0416508243108501
"WO-00337","B435","Fire Safety",0.1775,-0.366887143155138,1,1,1,82.2045,"log_days_to_complete",2.83321334405622
"WO-00338","B105","Roofing",-0.8225,0.0906344157659618,1,1,1,82.2074,"log_overrun_ratio",-0.195161350436932
"WO-00338","B105","Roofing",-0.8225,0.0906344157659618,1,1,1,82.2074,"log_days_to_complete",2.12823170584927
"WO-00339","A375","Elevator",0.1775,0.385737481061378,0,0,0,0,"log_overrun_ratio",0.112126182551993
"WO-00339","A375","Elevator",0.1775,0.385737481061378,0,0,0,0,"log_days_to_complete",2.84490938381941
"WO-00340","C742","Fire Safety",2.1775,-0.786939230305686,1,1,1,82.2031,"log_overrun_ratio",0.0504719433992542
"WO-00340","C742","Fire Safety",2.1775,-0.786939230305686,1,1,1,82.2031,"log_days_to_complete",4.12874598893943
"WO-00341","E252","Plumbing",2.1775,-1.38668700704198,1,1,1,82.2097,"log_overrun_ratio",0.278298714875766
"WO-00341","E252","Plumbing",2.1775,-1.38668700704198,1,1,1,82.2097,"log_days_to_complete",3.16124671203156
"WO-00342","D819","Plumbing",-1.8225,-1.41362342118004,0,0,0,0,"log_overrun_ratio",0.113642605304133
"WO-00342","D819","Plumbing",-1.8225,-1.41362342118004,0,0,0,0,"log_days_to_complete",0.955511445027436
"WO-00343","C252","Electrical",1.1775,-0.33136660985798,0,0,0,0,"log_overrun_ratio",0.190192089990599
"WO-00343","C252","Electrical",1.1775,-0.33136660985798,0,0,0,0,"log_days_to_complete",2.90142159408275
"WO-00344","D207","HVAC",-0.8225,0.359582295678132,0,0,0,0,"log_overrun_ratio",0.0126944883183582
"WO-00344","D207","HVAC",-0.8225,0.359582295678132,0,0,0,0,"log_days_to_complete",2.02814824729229
"WO-00345","B558","Plumbing",1.1775,-1.0344649260061,0,0,0,0,"log_overrun_ratio",0.280344356450371
"WO-00345","B558","Plumbing",1.1775,-1.0344649260061,0,0,0,0,"log_days_to_complete",3.12236492448736
"WO-00346","B435","Elevator",2.1775,0.312119020037636,1,1,1,82.2052,"log_overrun_ratio",-0.0659865588981832
"WO-00346","B435","Elevator",2.1775,0.312119020037636,1,1,1,82.2052,"log_days_to_complete",4.00369019395397
"WO-00347","E311","Fire Safety",-0.8225,-0.622384025365603,1,1,1,82.2073,"log_overrun_ratio",-0.0733051337024935
"WO-00347","E311","Fire Safety",-0.8225,-0.622384025365603,1,1,1,82.2073,"log_days_to_complete",2.36085400111802
"WO-00348","A526","Roofing",-1.8225,0.396690155768695,1,0,0,0,"log_overrun_ratio",0.108411905102297
"WO-00348","A526","Roofing",-1.8225,0.396690155768695,1,0,0,0,"log_days_to_complete",0.262364264467491
"WO-00349","A389","Plumbing",1.1775,-0.170725954309301,1,1,1,82.2052,"log_overrun_ratio",0.314370097600105
"WO-00349","A389","Plumbing",1.1775,-0.170725954309301,1,1,1,82.2052,"log_days_to_complete",3.79098467705109
"WO-00350","E544","Plumbing",-0.8225,-0.664688779833311,0,0,0,0,"log_overrun_ratio",0.107276182383153
"WO-00350","E544","Plumbing",-0.8225,-0.664688779833311,0,0,0,0,"log_days_to_complete",1.43508452528932
"WO-00351","D819","Structural",-1.8225,0.93103045522732,0,0,0,0,"log_overrun_ratio",0.0499471177167458
"WO-00351","D819","Structural",-1.8225,0.93103045522732,0,0,0,0,"log_days_to_complete",1.16315080980568
"WO-00352","D804","HVAC",-0.8225,0.438574580378292,1,0,0,0,"log_overrun_ratio",0.289187328674682
"WO-00352","D804","HVAC",-0.8225,0.438574580378292,1,0,0,0,"log_days_to_complete",1.79175946922805
"WO-00353","E311","Plumbing",0.1775,-0.955792751067428,1,1,1,82.2083,"log_overrun_ratio",0.242719769491613
"WO-00353","E311","Plumbing",0.1775,-0.955792751067428,1,1,1,82.2083,"log_days_to_complete",2.70136121295141
"WO-00354","B816","Electrical",-1.8225,-0.0720663920754241,1,1,1,82.2087,"log_overrun_ratio",0.108040145724383
"WO-00354","B816","Electrical",-1.8225,-0.0720663920754241,1,1,1,82.2087,"log_days_to_complete",0
"WO-00355","C453","Electrical",0.1775,-0.138743062189917,0,0,0,0,"log_overrun_ratio",0.167864358888039
"WO-00355","C453","Electrical",0.1775,-0.138743062189917,0,0,0,0,"log_days_to_complete",3.18635263316264
"WO-00356","D822","Electrical",0.1775,-0.261036012611688,0,0,0,0,"log_overrun_ratio",0.207094304019164
"WO-00356","D822","Electrical",0.1775,-0.261036012611688,0,0,0,0,"log_days_to_complete",3.03974915897077
"WO-00357","B818","Structural",-0.8225,1.14078629300351,1,1,1,82.2026,"log_overrun_ratio",0.129627114517404
"WO-00357","B818","Structural",-0.8225,1.14078629300351,1,1,1,82.2026,"log_days_to_complete",1.43508452528932
"WO-00358","E311","Fire Safety",1.1775,-0.662783003766753,1,1,1,82.2043,"log_overrun_ratio",0.200197627925188
"WO-00358","E311","Fire Safety",1.1775,-0.662783003766753,1,1,1,82.2043,"log_days_to_complete",3.41444260841218
"WO-00359","A375","Fire Safety",0.1775,-0.00774122297483082,0,0,0,0,"log_overrun_ratio",0.282771275922387
"WO-00359","A375","Fire Safety",0.1775,-0.00774122297483082,0,0,0,0,"log_days_to_complete",3.18635263316264
"WO-00360","D513","Plumbing",-0.8225,-0.667015279403193,0,0,0,0,"log_overrun_ratio",0.112182284678782
"WO-00360","D513","Plumbing",-0.8225,-0.667015279403193,0,0,0,0,"log_days_to_complete",2.2512917986065
"WO-00361","D288","Plumbing",-0.8225,-1.05481810213377,0,0,0,0,"log_overrun_ratio",0.29424703122728
"WO-00361","D288","Plumbing",-0.8225,-1.05481810213377,0,0,0,0,"log_days_to_complete",1.97408102602201
"WO-00362","E544","HVAC",0.1775,0.410458076941303,0,0,0,0,"log_overrun_ratio",0.121651006134276
"WO-00362","E544","HVAC",0.1775,0.410458076941303,0,0,0,0,"log_days_to_complete",3.53514535417189
"WO-00363","E252","Fire Safety",2.1775,-0.0836347955823076,1,1,1,82.2045,"log_overrun_ratio",0.0291567010876393
"WO-00363","E252","Fire Safety",2.1775,-0.0836347955823076,1,1,1,82.2045,"log_days_to_complete",4.15888308335967
"WO-00364","B558","IT",0.1775,-0.464330284717116,0,0,0,0,"log_overrun_ratio",0.297073234009581
"WO-00364","B558","IT",0.1775,-0.464330284717116,0,0,0,0,"log_days_to_complete",3.15273602236366
"WO-00365","C252","Plumbing",1.1775,-0.871231958949434,0,0,0,0,"log_overrun_ratio",0.357238656629898
"WO-00365","C252","Plumbing",1.1775,-0.871231958949434,0,0,0,0,"log_days_to_complete",3.7635229971097
"WO-00366","D492","HVAC",2.1775,0.61410901580915,1,1,1,82.2056,"log_overrun_ratio",0.090116963370161
